	=subtotal(109,B3:B3)										Total	Unique	Corrected	
3055.0	1	sp|P49687|NU145_YEAST	 	34.6	1317	145660	Nucleoporin NUP145 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP145 PE=1 SV=1	81	81	1.000	81	81	81.000	 
3056.0	1	sp|P49704|PRP31_YEAST	 	17.2	494	56302	Pre-mRNA-processing factor 31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP31 PE=1 SV=2	8	8	1.000	8	8	8.000	 
3057.0	1	sp|P49723|RIR4_YEAST	 	50.1	345	40054	Ribonucleoside-diphosphate reductase small chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNR4 PE=1 SV=1	159	159	1.000	159	159	159.000	 
3058.0	1	sp|P49775|HNT2_YEAST	 	35.4	206	23541	Bis(5'-adenosyl)-triphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HNT2 PE=1 SV=2	13	13	1.000	13	13	13.000	 
3059.0	1	sp|P49954|NIT3_YEAST	 	38.5	291	32549	Omega-amidase NIT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NIT3 PE=1 SV=1	23	23	1.000	23	23	23.000	 
3060.0	1	sp|P49955|SF3B1_YEAST	 	21.1	971	110027	U2 snRNP component HSH155 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSH155 PE=1 SV=1	27	27	1.000	27	27	27.000	 
3061.0	1	sp|P49956|CTF18_YEAST	 	18.5	741	84372	Chromosome transmission fidelity protein 18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTF18 PE=1 SV=1	23	23	1.000	23	23	23.000	 
3062.0	1	sp|P49957|TRM9_YEAST	 	43.4	279	32438	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRM9 PE=1 SV=1	21	21	1.000	21	21	21.000	 
3063.0	1	sp|P49960|PRP24_YEAST	 	19.4	444	50848	U4/U6 snRNA-associated-splicing factor PRP24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP24 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3064.0	1	sp|P50076|ALG10_YEAST	 	20.6	525	61792	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIE2 PE=1 SV=2	20	20	1.000	20	20	20.000	 
3065.0	1	sp|P50077|CCH1_YEAST	 	14.4	2039	234596	Calcium-channel protein CCH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCH1 PE=1 SV=1	41	41	1.000	41	41	41.000	 
3066.0	1	sp|P50079|HSV2_YEAST	 	10.5	448	51235	SVP1-like protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSV2 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3067.0	1	sp|P50085|PHB2_YEAST	 	43.2	310	34406	Prohibitin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHB2 PE=1 SV=2	35	35	1.000	35	35	35.000	 
3068.0	1	sp|P50086|PSD10_YEAST	 	33.3	228	25616	Probable 26S proteasome regulatory subunit p28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAS6 PE=1 SV=1	13	13	1.000	13	13	13.000	 
3069.0	1	sp|P50087|MIC26_YEAST	 	36.5	233	26912	MICOS subunit MIC26 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIC26 PE=1 SV=1	24	24	1.000	24	24	24.000	 
3070.0	1	sp|P50088|SPG1_YEAST	 	61.1	95	10545	Stationary phase gene 1 protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPG1 PE=1 SV=2	6	6	1.000	6	6	6.000	 
3071.0	1	sp|P50089|YG51_YEAST	 	27.9	785	89240	Uncharacterized protein YGR237C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR237C PE=1 SV=1	40	40	1.000	40	40	40.000	 
3072.0	1	sp|P50090|KEL2_YEAST	 	15.5	882	99974	Kelch repeat-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KEL2 PE=1 SV=1	21	17	0.810	21	17	17.613	sp|P38853|KEL1_YEAST, sp|P50090|KEL2_YEAST
3073.0	1	sp|P50091|PEX21_YEAST	 	7.3	288	33049	Peroxisomal membrane protein PEX21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX21 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3074.0	1	sp|P50094|IMDH4_YEAST	 	43.9	524	56393	Inosine-5'-monophosphate dehydrogenase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMD4 PE=1 SV=1	82	39	0.476	82	39	57.143	sp|P38697|IMDH2_YEAST, sp|P50094|IMDH4_YEAST, sp|P50095|IMDH3_YEAST
3075.0	1	sp|P50095|IMDH3_YEAST	 	49.9	523	56584	Inosine-5'-monophosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMD3 PE=1 SV=1	136	40	0.294	136	40	84.462	sp|P38697|IMDH2_YEAST, sp|P50094|IMDH4_YEAST, sp|P50095|IMDH3_YEAST
3076.0	1	sp|P50101|UBP15_YEAST	 	27.3	1230	143562	Ubiquitin carboxyl-terminal hydrolase 15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP15 PE=1 SV=1	89	89	1.000	89	89	89.000	 
3077.0	1	sp|P50102|UBP8_YEAST	 	15.3	471	53623	Ubiquitin carboxyl-terminal hydrolase 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP8 PE=1 SV=1	8	8	1.000	8	8	8.000	 
3078.0	1	sp|P50104|STB4_YEAST	 	7.4	949	109824	Probable transcriptional regulatory protein STB4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STB4 PE=1 SV=1	6	6	1.000	6	6	6.000	 
3079.0	1	sp|P50105|TAF4_YEAST	 	22.9	388	42336	Transcription initiation factor TFIID subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAF4 PE=1 SV=1	16	16	1.000	16	16	16.000	 
3080.0	1	sp|P50107|LGUL_YEAST	 	29.1	326	37208	Lactoylglutathione lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLO1 PE=1 SV=1	22	22	1.000	22	22	22.000	 
3081.0	1	sp|P50108|MNN10_YEAST	 	43.3	393	46747	Probable alpha-1,6-mannosyltransferase MNN10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MNN10 PE=1 SV=1	47	47	1.000	47	47	47.000	 
3082.0	1	sp|P50109|PSP2_YEAST	 	24.3	593	65583	Protein PSP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSP2 PE=1 SV=2	33	33	1.000	33	33	33.000	 
3083.0	1	sp|P50110|SAM37_YEAST	 	28.4	327	37492	Sorting assembly machinery 37 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAM37 PE=1 SV=1	21	21	1.000	21	21	21.000	 
3084.0	1	sp|P50111|ZDS1_YEAST	 	29.9	915	103357	Protein ZDS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZDS1 PE=1 SV=1	45	45	1.000	45	45	45.000	 
3085.0	1	sp|P50113|LYS5_YEAST	 	5.1	272	30683	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYS5 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3086.0	1	sp|P50263|SIP18_YEAST	 	59.5	79	8874	Protein SIP18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIP18 PE=1 SV=1	89	89	1.000	89	89	89.000	 
3087.0	1	sp|P50264|FMS1_YEAST	 	30.7	508	57805	Polyamine oxidase FMS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FMS1 PE=1 SV=1	37	37	1.000	37	37	37.000	 
3088.0	1	sp|P50273|ATP22_YEAST	 	18.4	684	79755	Mitochondrial translation factor ATP22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP22 PE=3 SV=1	16	16	1.000	16	16	16.000	 
3089.0	1	sp|P50275|ASE1_YEAST	 	4.1	885	101623	Anaphase spindle elongation protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASE1 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3090.0	1	sp|P50276|MUP1_YEAST	 	4.5	574	63221	High-affinity methionine permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MUP1 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3091.0	1	sp|P50277|BIOA_YEAST	 	45.0	480	53708	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BIO3 PE=3 SV=1	60	60	1.000	60	60	60.000	 
3092.0	1	sp|P50278|SOL1_YEAST	 	49.8	321	35652	6-phosphogluconolactonase-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOL1 PE=1 SV=1	39	23	0.590	39	23	31.000	sp|P37262|SOL2_YEAST, sp|P50278|SOL1_YEAST
3093.0	1	sp|P50623|UBC9_YEAST	 	43.9	157	17911	SUMO-conjugating enzyme UBC9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBC9 PE=1 SV=1	17	17	1.000	17	17	17.000	 
3094.0	1	sp|P50861|RIB4_YEAST	 	16.6	169	18555	6,7-dimethyl-8-ribityllumazine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIB4 PE=1 SV=2	12	12	1.000	12	12	12.000	 
3095.0	1	sp|P50873|MRK1_YEAST	 	4.0	501	57819	Serine/threonine-protein kinase MRK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRK1 PE=1 SV=2	4	1	0.250	4	1	1.057	sp|P21965|MCK1_YEAST, sp|P38615|RIM11_YEAST, sp|P50873|MRK1_YEAST
3096.0	1	sp|P50874|ORC5_YEAST	 	26.5	479	55289	Origin recognition complex subunit 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ORC5 PE=1 SV=1	18	18	1.000	18	18	18.000	 
3097.0	1	sp|P50875|SPT20_YEAST	 	17.2	604	67796	Transcription factor SPT20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT20 PE=1 SV=1	15	15	1.000	15	15	15.000	 
3098.0	1	sp|P50896|PSP1_YEAST	 	20.7	841	95346	Protein PSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSP1 PE=1 SV=2	30	24	0.800	30	24	26.939	sp|P50896|PSP1_YEAST, sp|Q06251|YL177_YEAST
3099.0	1	sp|P50942|INP52_YEAST	 	20.3	1183	133329	Polyphosphatidylinositol phosphatase INP52 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=INP52 PE=1 SV=1	40	39	0.975	40	39	39.382	sp|P50942|INP52_YEAST, sp|Q12271|INP53_YEAST
3100.0	1	sp|P50944|AVT4_YEAST	 	6.3	713	80025	Vacuolar amino acid transporter 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AVT4 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3101.0	1	sp|P50945|MIC27_YEAST	 	39.3	234	26959	MICOS complex subunit MIC27 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIC27 PE=1 SV=1	18	18	1.000	18	18	18.000	 
3102.0	1	sp|P50946|OCA1_YEAST	 	29.8	238	27205	Putative tyrosine-protein phosphatase OCA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OCA1 PE=1 SV=1	19	19	1.000	19	19	19.000	 
3103.0	1	sp|P50947|PHO23_YEAST	 	17.9	330	37024	Transcriptional regulatory protein PHO23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO23 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3104.0	1	sp|P51401|RL9B_YEAST	 	68.6	191	21657	60S ribosomal protein L9-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL9B PE=1 SV=1	273	15	0.055	273	15	71.912	sp|P05738|RL9A_YEAST, sp|P51401|RL9B_YEAST
3105.0	1	sp|P51402|RL37B_YEAST	 	46.6	88	9868	60S ribosomal protein L37-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL37B PE=1 SV=2	22	14	0.636	22	14	16.605	sp|P49166|RL37A_YEAST, sp|P51402|RL37B_YEAST
3106.0	1	sp|P51533|PDR10_YEAST	 	10.6	1564	176459	ATP-dependent permease PDR10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDR10 PE=3 SV=1	24	14	0.583	24	14	14.949	sp|P32568|SNQ2_YEAST, sp|P33302|PDR5_YEAST, sp|P51533|PDR10_YEAST, sp|Q02785|PDR12_YEAST, sp|Q04182|PDR15_YEAST
3107.0	1	sp|P51534|SHE4_YEAST	 	23.4	789	89552	SWI5-dependent HO expression protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHE4 PE=1 SV=2	44	44	1.000	44	44	44.000	 
3108.0	1	sp|P51601|GCH1_YEAST	 	50.6	243	27769	GTP cyclohydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FOL2 PE=1 SV=1	25	25	1.000	25	25	25.000	 
3109.0	1	sp|P51862|ROM2_YEAST	 	11.6	1356	152594	RHO1 GDP-GTP exchange protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ROM2 PE=1 SV=1	20	19	0.950	20	19	19.594	sp|P51862|ROM2_YEAST, sp|P53046|ROM1_YEAST
3110.0	1	sp|P51979|HFM1_YEAST	 	1.6	1187	135070	ATP-dependent DNA helicase MER3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HFM1 PE=1 SV=3	2	2	1.000	2	2	2.000	 
3111.0	1	sp|P51996|YPT32_YEAST	 	52.7	222	24520	GTP-binding protein YPT32/YPT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT32 PE=1 SV=3	38	14	0.368	38	14	19.793	sp|P38555|YPT31_YEAST, sp|P51996|YPT32_YEAST
3112.0	1	sp|P51998|RL4P_YEAST	 	33.9	286	31969	54S ribosomal protein YmL6, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML6 PE=1 SV=1	27	27	1.000	27	27	27.000	 
3113.0	1	sp|P52286|SKP1_YEAST	 	39.2	194	22330	Suppressor of kinetochore protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKP1 PE=1 SV=2	31	31	1.000	31	31	31.000	 
3114.0	1	sp|P52488|UBA2_YEAST	 	28.3	636	71258	Ubiquitin-activating enzyme E1-like OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBA2 PE=1 SV=1	34	34	1.000	34	34	34.000	 
3115.0	1	sp|P52489|KPYK2_YEAST	 	33.0	506	55195	Pyruvate kinase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PYK2 PE=1 SV=1	61	31	0.508	61	31	32.203	sp|P00549|KPYK1_YEAST, sp|P52489|KPYK2_YEAST
3116.0	1	sp|P52490|UBC13_YEAST	 	28.8	153	17468	Ubiquitin-conjugating enzyme E2 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBC13 PE=1 SV=1	11	11	1.000	11	11	11.000	 
3117.0	1	sp|P52491|UBC12_YEAST	 	8.5	188	21203	NEDD8-conjugating enzyme UBC12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBC12 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3118.0	1	sp|P52553|PFD6_YEAST	 	56.1	114	13284	Prefoldin subunit 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YKE2 PE=1 SV=1	29	29	1.000	29	29	29.000	 
3119.0	1	sp|P52593|NU188_YEAST	 	27.8	1655	188575	Nucleoporin NUP188 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP188 PE=1 SV=1	96	96	1.000	96	96	96.000	 
3120.0	1	sp|P52867|PMT5_YEAST	 	17.2	743	84775	Dolichyl-phosphate-mannose--protein mannosyltransferase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMT5 PE=1 SV=1	18	18	1.000	18	18	18.000	 
3121.0	1	sp|P52868|CWC23_YEAST	 	7.8	283	33237	Pre-mRNA-splicing factor CWC23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CWC23 PE=1 SV=2	4	4	1.000	4	4	4.000	 
3122.0	1	sp|P52870|SC6B1_YEAST	 	32.9	82	8711	Protein transport protein SBH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SBH1 PE=1 SV=1	6	6	1.000	6	6	6.000	 
3123.0	1	sp|P52871|SC6B2_YEAST	 	26.1	88	9606	Protein transport protein SBH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SBH2 PE=1 SV=1	8	8	1.000	8	8	8.000	 
3124.0	1	sp|P52891|NUP84_YEAST	 	32.8	726	83634	Nucleoporin NUP84 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP84 PE=1 SV=1	53	53	1.000	53	53	53.000	 
3125.0	1	sp|P52892|ALAT_YEAST	 	11.0	507	56769	Probable alanine aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALT2 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3126.0	1	sp|P52893|ALAM_YEAST	 	20.9	592	66421	Probable alanine aminotransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALT1 PE=1 SV=1	29	29	1.000	29	29	29.000	 
3127.0	1	sp|P52910|ACS2_YEAST	 	41.9	683	75491	Acetyl-coenzyme A synthetase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACS2 PE=1 SV=1	96	96	1.000	96	96	96.000	 
3128.0	1	sp|P52911|EXG2_YEAST	 	20.5	562	63507	Glucan 1,3-beta-glucosidase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EXG2 PE=1 SV=1	25	25	1.000	25	25	25.000	 
3129.0	1	sp|P52917|VPS4_YEAST	 	50.6	437	48172	Vacuolar protein sorting-associated protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS4 PE=1 SV=1	62	62	1.000	62	62	62.000	 
3130.0	1	sp|P52918|MSN5_YEAST	 	36.1	1224	142116	Protein MSN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSN5 PE=1 SV=1	125	119	0.952	125	119	124.174	sp|P25632|RSC6_YEAST, sp|P52918|MSN5_YEAST
3131.0	1	sp|P52923|AIF1_YEAST	 	31.2	378	41335	Apoptosis-inducing factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIF1 PE=1 SV=1	18	18	1.000	18	18	18.000	 
3132.0	1	sp|P52960|PIP2_YEAST	 	8.1	996	114709	Peroxisome proliferation transcriptional regulator OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIP2 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3133.0	1	sp|P53008|CWH41_YEAST	 	41.7	833	96506	Mannosyl-oligosaccharide glucosidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CWH41 PE=1 SV=1	77	77	1.000	77	77	77.000	 
3134.0	1	sp|P53009|SCY1_YEAST	 	25.4	804	90999	Protein kinase-like protein SCY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCY1 PE=1 SV=1	24	24	1.000	24	24	24.000	 
3135.0	1	sp|P53010|PAN2_YEAST	 	13.8	1115	127038	PAN2-PAN3 deadenylation complex catalytic subunit PAN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAN2 PE=1 SV=1	29	29	1.000	29	29	29.000	 
3136.0	1	sp|P53011|SEH1_YEAST	 	49.6	349	39122	Nucleoporin SEH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEH1 PE=1 SV=1	35	35	1.000	35	35	35.000	 
3137.0	1	sp|P53012|SCS3_YEAST	 	23.9	380	42734	FIT family protein SCS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCS3 PE=1 SV=1	20	20	1.000	20	20	20.000	 
3138.0	1	sp|P53036|SAP4_YEAST	 	9.9	818	94728	SIT4-associating protein SAP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAP4 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3139.0	1	sp|P53037|PSD2_YEAST	 	12.5	1138	130063	Phosphatidylserine decarboxylase proenzyme 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSD2 PE=1 SV=1	23	23	1.000	23	23	23.000	 
3140.0	1	sp|P53038|TEL2_YEAST	 	21.1	688	78686	Telomere length regulation protein TEL2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEL2 PE=1 SV=1	28	28	1.000	28	28	28.000	 
3141.0	1	sp|P53040|TAF6_YEAST	 	45.5	516	57901	Transcription initiation factor TFIID subunit 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAF6 PE=1 SV=1	46	46	1.000	46	46	46.000	 
3142.0	1	sp|P53043|PPT1_YEAST	 	40.7	513	57994	Serine/threonine-protein phosphatase T OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PPT1 PE=1 SV=1	49	49	1.000	49	49	49.000	 
3143.0	1	sp|P53044|UFD1_YEAST	 	43.2	361	39810	Ubiquitin fusion degradation protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UFD1 PE=1 SV=1	35	35	1.000	35	35	35.000	 
3144.0	1	sp|P53045|MSMO_YEAST	 	18.8	309	36479	Methylsterol monooxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG25 PE=1 SV=1	15	15	1.000	15	15	15.000	 
3145.0	1	sp|P53046|ROM1_YEAST	 	6.7	1155	131418	RHO1 GDP-GTP exchange protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ROM1 PE=1 SV=2	14	13	0.929	14	13	13.406	sp|P51862|ROM2_YEAST, sp|P53046|ROM1_YEAST
3146.0	1	sp|P53049|YOR1_YEAST	 	28.7	1477	166726	Oligomycin resistance ATP-dependent permease YOR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR1 PE=1 SV=1	84	82	0.976	84	82	82.774	sp|P32386|YBT1_YEAST, sp|P38735|VMR1_YEAST, sp|P53049|YOR1_YEAST
3147.0	1	sp|P53051|MALX3_YEAST	 	26.3	589	68591	Oligo-1,6-glucosidase IMA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMA1 PE=1 SV=1	25	8	0.320	25	8	14.815	sp|P0CW40|MALX2_YEAST, sp|P38158|MAL32_YEAST, sp|P53051|MALX3_YEAST
3148.0	1	sp|P53058|VEL1_YEAST	 	15.0	206	22152	Protein VEL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VEL1 PE=1 SV=1	6	3	0.500	6	3	4.286	sp|P53058|VEL1_YEAST, sp|Q08910|YO387_YEAST
3149.0	1	sp|P53059|MNT2_YEAST	 	23.5	558	64852	Alpha-1,3-mannosyltransferase MNT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MNT2 PE=1 SV=1	14	14	1.000	14	14	14.000	 
3150.0	1	sp|P53060|RMR1_YEAST	 	26.1	241	27708	Reduced meiotic recombination protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RMR1 PE=1 SV=2	9	9	1.000	9	9	9.000	 
3151.0	1	sp|P53061|ZIP2_YEAST	 	2.0	704	82815	Protein ZIP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZIP2 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3152.0	1	sp|P53062|BRR6_YEAST	 	16.2	197	22807	Nucleus export protein BRR6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BRR6 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3153.0	1	sp|P53063|DXO_YEAST	 	46.8	387	44509	Decapping nuclease RAI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAI1 PE=1 SV=3	36	36	1.000	36	36	36.000	 
3154.0	1	sp|P53064|RTF1_YEAST	 	28.3	558	65868	RNA polymerase-associated protein RTF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RTF1 PE=1 SV=2	52	52	1.000	52	52	52.000	 
3155.0	1	sp|P53065|TAD1_YEAST	 	8.2	400	45946	tRNA-specific adenosine deaminase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAD1 PE=1 SV=1	8	8	1.000	8	8	8.000	 
3156.0	1	sp|P53066|YGZ2_YEAST	 	17.7	181	20073	Ankyrin repeat-containing protein YGL242C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGL242C PE=1 SV=1	8	8	1.000	8	8	8.000	 
3157.0	1	sp|P53067|IMB5_YEAST	 	20.3	1004	113920	Importin subunit beta-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KAP114 PE=1 SV=1	36	36	1.000	36	36	36.000	 
3158.0	1	sp|P53070|MTO1_YEAST	 	8.7	669	74215	Mitochondrial translation optimization protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTO1 PE=1 SV=2	6	6	1.000	6	6	6.000	 
3159.0	1	sp|P53072|TAN1_YEAST	 	48.1	289	33550	tRNA acetyltransferase TAN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAN1 PE=1 SV=1	38	38	1.000	38	38	38.000	 
