New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri Jan 18 13:51:14 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_CarbonSources	Unique_CarbonSources	Corrected_CarbonSources	PSMs_Used_CarbonSources	TotInt_126C_CarbonSources	TotInt_127N_CarbonSources	TotInt_127C_CarbonSources	TotInt_128N_CarbonSources	TotInt_128C_CarbonSources	TotInt_129N_CarbonSources	TotInt_129C_CarbonSources	TotInt_130N_CarbonSources	TotInt_130C_CarbonSources	TotInt_131N_CarbonSources	TotInt_131C_CarbonSources
2711	1	sp|P41930|SSU1_YEAST	 	 	 	 	12.9	458	52545	Sulfite efflux pump SSU1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSU1 PE=1 SV=5	7	7	1.000	7	7	7.000	7	748964.966309	686720.433594	671582.469239	526190.029298	435335.570801	497411.87207	523132.145995	531763.426269	598353.161622	20389.597534	14798.065369
2712	1	sp|P41939|IDHC_YEAST	 	 	sp|P21954|IDHP_YEAST, sp|P41939|IDHC_YEAST, sp|P53982|IDHH_YEAST	 	49.8	412	46562	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDP2 PE=1 SV=2	52	41	0.788	52	41	43.910	41	1709888.2077	1644498.32886	2048063.03199	12061566.374	13633272.5034	13883767.7754	11194128.2739	9663967.20337	10890571.285	274188.228941	210807.581148
2713	1	sp|P41940|MPG1_YEAST	 	 	 	 	52.9	361	39565	Mannose-1-phosphate guanyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSA1 PE=1 SV=2	210	210	1.000	210	210	210.000	210	95610213.2046	87098587.9262	105664458.451	107244119.26	117905823.018	110505450.849	77134681.536	61199863.2957	67504337.828	1639189.71823	1027652.98608
2714	1	sp|P41948|MEP2_YEAST	 	 	 	 	7.0	499	53400	Ammonium transporter MEP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MEP2 PE=1 SV=1	4	4	1.000	4	4	4.000	4	2709466.35352	2129624.41895	2478763.0625	1408629.78613	1175940.5835	1434815.21875	247314.556641	243974.965332	210487.276855	3674.397461	3088.443664
2715	1	sp|P42073|REF2_YEAST	 	 	 	 	31.1	533	59818	RNA end formation protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=REF2 PE=1 SV=2	29	29	1.000	29	29	29.000	29	1562113.07959	1589635.80713	1911500.81641	2110868.29297	2335881.6709	2104698.53516	2202359.61914	1786354.60645	2006901.12549	51094.132385	38399.214326
2716	1	sp|P42223|SBE2_YEAST	 	 	 	 	11.9	864	98970	Protein SBE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SBE2 PE=1 SV=2	15	15	1.000	15	15	15.000	15	635964.387087	639523.839356	653140.854491	424729.616824	373602.01178	368582.659912	672562.958251	615988.38623	655298.020508	7378.70282	12693.927002
2717	1	sp|P42826|XKS1_YEAST	 	 	 	 	34.2	600	68320	Xylulose kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=XKS1 PE=1 SV=2	40	40	1.000	40	40	40.000	40	6847421.92859	6655769.00397	7886384.14697	8485709.74951	8896241.16064	7901624.85205	12915210.5483	10879682.3345	11659447.5884	268703.100498	186833.040375
2718	1	sp|P42834|MDJ2_YEAST	 	 	 	 	26.0	146	16474	Mitochondrial DnaJ homolog 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDJ2 PE=1 SV=1	6	6	1.000	6	6	6.000	6	927893.304688	803950.058594	899327.936523	504820.916016	494660.623048	479908.608398	1004956.32129	827442.28711	1074632.05859	18667.899964	15221.154114
2719	1	sp|P42835|EGT2_YEAST	 	 	 	 	6.5	1041	108524	Protein EGT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EGT2 PE=2 SV=2	7	7	1.000	7	7	7.000	7	2034203.95801	1914258.37109	2379889.20923	811907.809571	859561.172607	819793.063965	1269175.44653	1061087.02075	1264192.85913	41682.382965	32007.197753
2720	1	sp|P42837|FIG4_YEAST	 	 	 	 	6.5	879	101745	Polyphosphoinositide phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FIG4 PE=1 SV=1	9	9	1.000	9	9	9.000	9	945021.14258	898297.913574	1013890.24951	598885.604492	528494.820315	561000.792969	937570.019533	795091.539061	918336.300293	23988.793824	15647.670226
2721	1	sp|P42838|LEM3_YEAST	 	 	 	 	28.7	414	47437	Alkylphosphocholine resistance protein LEM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LEM3 PE=1 SV=1	36	36	1.000	36	36	36.000	36	3888425.3208	3486647.5254	3855805.80151	2403128.13141	2085467.39142	2271814.62103	3724667.43781	3406184.33874	3690178.00122	102017.229187	83614.614747
2722	1	sp|P42839|VNX1_YEAST	 	 	 	 	16.9	908	102497	Low affinity vacuolar monovalent cation/H(+) antiporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VNX1 PE=1 SV=1	26	26	1.000	26	26	26.000	26	3629731.31152	2955226.05274	3375242.44629	2679116.04077	2560635.42334	2561642.78442	3230307.84375	2980390.71924	3289404.72144	110348.902711	71746.341401
2723	1	sp|P42840|YN60_YEAST	 	 	 	 	18.0	284	32308	Uncharacterized membrane protein YNL320W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL320W PE=1 SV=1	11	11	1.000	11	11	11.000	11	3526418.69629	2880371.1377	3336176.60742	2651397.36133	2428355.00879	2543222.07813	3543377.00879	2996205.83691	3408028.62598	79131.789704	76805.29422
2724	1	sp|P42841|PFS2_YEAST	 	 	 	 	28.8	465	53143	Polyadenylation factor subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFS2 PE=1 SV=1	15	15	1.000	15	15	15.000	15	397424.751768	368080.757935	471795.448364	511533.778564	473457.815491	479077.063355	442922.464539	373023.096557	399315.773379	10373.008179	7155.175689
2725	1	sp|P42842|EMW1_YEAST	 	 	 	 	41.3	904	102335	Essential for maintenance of the cell wall protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMW1 PE=1 SV=1	59	59	1.000	59	59	59.000	59	4420119.41894	3682695.48669	4153497.90491	5473683.14917	4680835.86523	5194398.37329	4034685.03272	3566397.55884	3959082.47314	132110.279207	71276.415223
2726	1	sp|P42843|SKP2_YEAST	 	 	 	 	9.8	763	88941	F-box protein SKP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKP2 PE=1 SV=1	10	10	1.000	10	10	10.000	10	806981.726075	669660.166504	780744.427735	963133.704833	910242.467773	948765.509766	693095.225587	551387.837403	643699.189941	15683.322876	12223.819702
2727	1	sp|P42844|ZIM17_YEAST	 	 	 	 	23.6	174	19855	Mitochondrial protein import protein ZIM17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZIM17 PE=1 SV=2	8	8	1.000	8	8	8.000	8	1883521.63672	1733832.34619	2016109.62744	1946572.93066	1976226.24902	2003127.32813	1743913.24658	1510639.77441	1632789.3208	27433.008392	23598.366638
2728	1	sp|P42845|STB1_YEAST	 	 	 	 	16.2	420	45683	Protein STB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STB1 PE=1 SV=2	10	10	1.000	10	10	10.000	10	887610.047119	876192.994629	981850.19336	654430.74414	593125.299805	610214.697754	948687.838868	788928.27832	842569.91455	28710.932983	23499.703613
2729	1	sp|P42846|KRI1_YEAST	 	 	 	 	23.5	591	68653	Protein KRI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRI1 PE=1 SV=1	43	43	1.000	43	43	43.000	43	8547169.94629	7767226.68042	9299480.74756	7004514.50317	6838256.63086	6519152.02295	8393431.02417	7118416.46851	7801932.37939	199689.862273	150143.694122
2730	1	sp|P42847|RT18_YEAST	 	 	 	 	27.2	217	24563	37S ribosomal protein S18, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPS18 PE=1 SV=2	11	11	1.000	11	11	11.000	11	973302.326172	946871.614257	1044391.60351	913940.772949	942924.427246	885675.527832	1048970.80371	853461.081543	962271.836915	14369.182341	17007.690033
2731	1	sp|P42883|THI12_YEAST	 	 	sp|P42883|THI12_YEAST, sp|P43534|THI5_YEAST	 	21.5	340	38619	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THI12 PE=3 SV=1	10	1	0.100	10	1	4.000	1	53034.941406	45267.765625	50899.945312	46669.484375	44429.726562	43310.757812	82154.625	72534.867188	89575.8125	2181.618896	2956.950928
2732	1	sp|P42900|SLS1_YEAST	 	 	 	 	18.5	643	73256	Sigma-like sequence protein 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLS1 PE=1 SV=1	17	17	1.000	17	17	17.000	17	2005627.93066	1740805.62891	1881924.93848	1652326.6377	1373543.08594	1466819.58984	1660662.36328	1481485.39844	1642968.06445	40405.279814	38740.473296
2733	1	sp|P42934|PMT6_YEAST	 	 	 	 	25.6	759	88025	Dolichyl-phosphate-mannose--protein mannosyltransferase 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMT6 PE=1 SV=1	36	36	1.000	36	36	36.000	36	3066383.39062	3037100.47888	3168491.71729	3068350.95715	3041945.70386	3448220.24353	3521091.97955	3207397.85352	3532857.97589	107749.263125	64718.846223
2734	1	sp|P42935|ELP2_YEAST	 	 	 	 	36.9	788	89409	Elongator complex protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ELP2 PE=1 SV=1	66	66	1.000	66	66	66.000	66	5940111.55005	5598618.93091	6160244.19238	6966030.52198	6786301.17871	6602778.3916	9617682.43164	8436416.65088	9476095.74366	220448.659976	178408.604792
2735	1	sp|P42936|YG4D_YEAST	 	 	 	 	24.4	225	26297	Putative elongation factor 1 gamma homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR201C PE=4 SV=3	12	12	1.000	12	12	12.000	12	659662.312256	600220.883788	619382.201169	379289.469238	370187.468995	382950.310792	1454284.08496	1273525.67041	1359051.61328	34406.719391	24340.858429
2736	1	sp|P42937|YCH1_YEAST	 	 	 	 	17.6	148	17248	CDC25-like phosphatase YCH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCH1 PE=1 SV=1	3	3	1.000	3	3	3.000	3	644254.889648	612868.408203	808537.318359	624086.355469	699460.439453	626407.5625	996848.597656	836600.896484	992313.980469	55810.77063	42960.494506
2737	1	sp|P42938|TDA10_YEAST	 	 	 	 	24.5	290	33336	Probable ATP-dependent kinase TDA10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDA10 PE=1 SV=1	26	26	1.000	26	26	26.000	26	11835018.9065	9897792.5708	10845504.7688	9335904.2561	8845146.82569	9462075.18725	13490222.5552	10645784.3391	12198178.9968	231265.336183	171029.144105
2738	1	sp|P42939|MVB12_YEAST	 	 	 	 	36.6	101	11968	Multivesicular body sorting factor 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MVB12 PE=1 SV=1	6	6	1.000	6	6	6.000	6	2194352.75	1846639.80859	2142056.25391	1589405.66797	1636640.54688	1550066.19531	2273815.91406	1848753.4375	2206249.24609	59898.947754	48346.412902
2739	1	sp|P42940|ETFB_YEAST	 	 	 	 	27.6	261	28758	Probable electron transfer flavoprotein subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIR1 PE=1 SV=1	20	20	1.000	20	20	20.000	20	2350096.57153	2500952.54712	3145262.875	4354628.65234	4817506.21875	4291465.31445	3142260.76855	2671857.87793	2575181.23633	132859.838867	101983.807495
2740	1	sp|P42941|SERB_YEAST	 	 	 	 	22.7	309	34207	Phosphoserine phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SER2 PE=1 SV=1	13	13	1.000	13	13	13.000	13	3685101.91748	3313219.37598	3649110.56006	6222599.33398	6038655.64746	6137755.07617	2236424.88159	1995398.42676	2162466.47925	39703.231752	76988.255615
2741	1	sp|P42942|YG4I_YEAST	 	 	 	 	27.0	411	45213	Uncharacterized GTP-binding protein YGR210C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR210C PE=1 SV=1	21	21	1.000	21	21	21.000	21	5626799.75708	5140976.09949	5934604.46838	5540083.87231	5700853.84643	5839888.79859	4912949.07916	4217973.92212	4627404.28375	139918.614624	119476.731139
2742	1	sp|P42943|TCPH_YEAST	 	 	 	 	45.5	550	59735	T-complex protein 1 subunit eta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCT7 PE=1 SV=1	64	64	1.000	64	64	64.000	64	7544284.88922	7238905.26568	8564894.00208	15528990.4653	16399704.238	16388420.8569	7975221.94519	7085924.08056	6914161.10125	418339.114775	152085.87845
2743	1	sp|P42944|GZF3_YEAST	 	 	 	 	6.7	551	60519	Protein GZF3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GZF3 PE=1 SV=1	4	4	1.000	4	4	4.000	4	78687.730469	86686.549317	99722.345215	117441.304687	119023.422851	118102.197266	88172.051757	76145.652832	73169.690918	1706.354492	1303.440033
2744	1	sp|P42945|UTP10_YEAST	 	 	 	 	25.2	1769	200079	U3 small nucleolar RNA-associated protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTP10 PE=1 SV=1	106	106	1.000	106	106	106.000	106	13391930.7397	11637074.3049	12849639.2651	15560249.927	13997251.7114	15725096.8484	14663665.939	12835729.1877	14290794.2844	327919.014741	240019.806581
2745	1	sp|P42949|TIM16_YEAST	 	 	 	 	59.7	149	16216	Mitochondrial import inner membrane translocase subunit TIM16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAM16 PE=1 SV=1	19	19	1.000	19	19	19.000	19	1586437.01538	1412402.77832	1515280.50854	1258137.90967	1250121.93457	1286922.77759	1904684.7124	1747966.36572	1893683.75244	64929.247833	37952.204009
2746	1	sp|P42950|GSM1_YEAST	 	 	 	 	6.3	618	70381	Glucose starvation modulator protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSM1 PE=1 SV=1	7	7	1.000	7	7	7.000	7	314721.601563	283855.990235	312847.204102	590520.646485	513079.072267	526261.95508	582042.261719	489781.193359	556450.242187	12850.873291	8366.387085
2747	1	sp|P42951|LSB6_YEAST	 	 	 	 	18.0	607	70216	Phosphatidylinositol 4-kinase LSB6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LSB6 PE=1 SV=1	17	17	1.000	17	17	17.000	17	943143.239502	791961.338867	904171.896241	611787.103028	534776.490906	552103.403931	1336492.17627	1092362.65332	1389469.11426	39227.839937	34008.134429
2748	1	sp|P43122|QRI7_YEAST	 	 	 	 	23.1	407	45543	tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QRI7 PE=1 SV=1	13	13	1.000	13	13	13.000	13	808636.0459	773141.791015	896729.879884	1151490.92969	1078364.60742	1073723.0625	1643628.92188	1278534.7207	1483729.63672	48653.869811	32809.891786
2749	1	sp|P43123|UAP1_YEAST	 	 	 	 	57.7	477	53475	UDP-N-acetylglucosamine pyrophosphorylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QRI1 PE=1 SV=1	70	70	1.000	70	70	70.000	70	8653577.05555	7794923.60168	9542878.81268	9108415.8667	9705005.43274	8814881.047	9214222.27698	7308916.59302	8291881.10254	240884.659086	159310.31009
2750	1	sp|P43132|BRE2_YEAST	 	 	 	 	15.2	505	58347	COMPASS component BRE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BRE2 PE=1 SV=2	15	15	1.000	15	15	15.000	15	932328.275632	890740.853026	936908.385741	786667.870605	748531.523071	757175.379884	1084728.76831	939936.079104	1015354.05786	25145.516938	14764.868043
2751	1	sp|P43321|SMD3_YEAST	 	 	 	 	41.6	101	11224	Small nuclear ribonucleoprotein Sm D3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMD3 PE=1 SV=1	6	6	1.000	6	6	6.000	6	183922.681641	151976.353516	251442.526367	332019.965576	436829.713134	416802.046264	527983.533203	477744.107911	469089.056641	4455.878754	1402.419312
2752	1	sp|P43534|THI5_YEAST	 	 	sp|P42883|THI12_YEAST, sp|P43534|THI5_YEAST	 	23.8	340	38591	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THI5 PE=1 SV=1	11	2	0.182	11	2	8.000	2	100470.670899	101761.561523	110870.179688	205941.269531	157546.193359	193221.582031	517073.820312	403960.28125	499390.140625	20965.487549	15782.108521
2753	1	sp|P43535|GCN20_YEAST	 	 	 	 	35.6	752	85026	Protein GCN20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN20 PE=1 SV=1	65	65	1.000	65	65	65.000	65	6685221.16935	6545124.84772	7708659.17157	11998531.29	13608706.77	13209557.2212	6177165.09326	5114484.08227	5220884.99341	179517.148348	112408.706298
2754	1	sp|P43545|SNZ3_YEAST (+1)	sp|P43545|SNZ3_YEAST&sp|P53824|SNZ2_YEAST	 	sp|P43545|SNZ3_YEAST, sp|Q03148|SNZ1_YEAST	 	29.5	298	32019	Probable pyridoxal 5'-phosphate synthase subunit SNZ3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNZ3 PE=2 SV=1	12	7	0.583	12	7	10.182	7	1235425.48584	1106469.46387	1386265.74121	2321286.91602	2095917.29688	2916504.35156	1224322.56641	960507.138184	956740.591798	44093.493041	37156.083618
2755	1	sp|P43551|YFF2_YEAST	 	 	sp|P38157|MAL33_YEAST, sp|P43551|YFF2_YEAST, sp|P53338|MAL13_YEAST	 	3.9	465	53240	Uncharacterized transcriptional regulatory protein YFL052W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YFL052W PE=3 SV=1	4	1	0.250	4	1	1.333	1	41148.230469	37288.59375	38143.34375	17336.671875	16194.228516	16303.601562	36864.589844	27356.119141	36943.726562	2103.803955	958.16864
2756	1	sp|P43554|SWP82_YEAST	 	 	 	 	25.7	623	70275	SWI/SNF global transcription activator complex subunit SWP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWP82 PE=1 SV=1	30	30	1.000	30	30	30.000	30	8967484.52551	7495562.16797	9189415.82056	5255118.16797	5132774.83008	4961091.89063	7561113.20459	6040318.48096	7765005.88428	180158.565094	171979.949801
2757	1	sp|P43555|EMP47_YEAST	 	 	 	 	55.5	445	50330	Protein EMP47 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMP47 PE=1 SV=1	85	85	1.000	85	85	85.000	85	21931785.5009	18172172.6048	21068268.6522	14793540.0336	14052421.1334	14800025.9611	19120750.4268	16674876.4678	19345290.1438	574381.711945	371806.062078
2758	1	sp|P43556|RGD2_YEAST	 	 	 	 	31.2	714	82208	Rho-GTPase-activating protein RGD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RGD2 PE=1 SV=1	38	38	1.000	38	38	38.000	38	4483545.41601	3984598.89112	4585079.57959	5229610.88745	5069754.77002	5105020.48487	3567792.01489	3271773.77844	3279431.66992	112712.106386	65317.628142
2759	1	sp|P43557|FMP32_YEAST	 	 	sp|P38636|ATX1_YEAST, sp|P43557|FMP32_YEAST	 	23.2	207	24018	Protein FMP32, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FMP32 PE=1 SV=1	13	6	0.462	13	6	11.250	6	437679.368164	389833.161134	427462.519531	300995.373046	248085.652344	267545.193359	478408.015625	418702.232421	458937.984374	13790.679505	10944.032287
2760	1	sp|P43558|OTU1_YEAST	 	 	 	 	11.0	301	33510	Ubiquitin thioesterase OTU1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OTU1 PE=1 SV=1	5	5	1.000	5	5	5.000	5	121039.1521	120161.824706	139710.406495	192839.614746	181185.914551	192866.077637	198060.868163	169673.164795	171952.035401	4627.394897	2266.60205
2761	1	sp|P43560|LAM5_YEAST	 	 	 	 	39.3	674	76346	Membrane-anchored lipid-binding protein LAM5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LAM5 PE=1 SV=2	47	47	1.000	47	47	47.000	47	2983434.69367	2565566.51435	2769024.79601	1812541.51429	1649040.19153	1731361.4862	3834305.15711	3291066.27466	3777735.61816	85786.5166	66296.068972
2762	1	sp|P43561|FET5_YEAST	 	 	 	 	26.5	622	70879	Iron transport multicopper oxidase FET5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FET5 PE=1 SV=1	30	30	1.000	30	30	30.000	30	1676189.31213	1557734.03369	1717424.76611	1327426.25	1181655.76978	1214832.5669	2098306.23316	1747977.25818	2032710.06299	60835.92096	40682.402497
2763	1	sp|P43563|MOB2_YEAST	 	 	 	 	19.5	287	33275	CBK1 kinase activator protein MOB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MOB2 PE=1 SV=2	8	8	1.000	8	8	8.000	8	1187532.47754	989827.742676	1141917.35181	653404.199707	573011.125	571855.94043	917823.019043	758916.406981	868540.61963	14896.790711	10570.004639
2764	1	sp|P43564|YFD4_YEAST	 	 	 	 	22.0	1073	119509	Uncharacterized membrane protein YFL034W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YFL034W PE=1 SV=2	42	42	1.000	42	42	42.000	42	6091447.76612	5217281.59668	5951746.59766	4400327.84943	4086522.15637	4173637.78717	5467147.51337	4568429.79187	5297941.95508	126998.337342	106174.537688
2765	1	sp|P43565|RIM15_YEAST	 	 	 	 	10.2	1770	196529	Serine/threonine-protein kinase RIM15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIM15 PE=1 SV=1	32	32	1.000	32	32	32.000	32	844570.360536	828466.231446	889579.3515	995237.82428	944654.997679	975519.492188	1025912.27198	865754.557617	911521.427367	30211.905854	17240.67749
2766	1	sp|P43567|AGX1_YEAST	 	 	 	 	49.4	385	41907	Alanine--glyoxylate aminotransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AGX1 PE=1 SV=1	93	93	1.000	93	93	93.000	93	14287461.5687	12391376.3879	13430841.1099	6570470.68674	6566171.88724	6702295.81568	46027610.2553	37729335.8921	48472046.6415	1169529.33066	924577.559235
2767	1	sp|P43568|CAK1_YEAST	 	 	 	 	43.8	368	42186	Serine/threonine-protein kinase CAK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAK1 PE=1 SV=1	31	31	1.000	31	31	31.000	31	4857178.23828	4155976.1499	4761860.71582	5342011.33008	5002635.06836	5223204.01855	4073860.25781	3288789.55468	3598242.11572	91697.086611	71988.164917
2768	1	sp|P43569|CAF16_YEAST	 	 	 	 	45.0	289	33090	CCR4-associated factor 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAF16 PE=1 SV=1	28	28	1.000	28	28	28.000	28	5340038.31641	4568073.02686	5502237.31738	6491067.63135	6137341.54883	6591904.41602	4257400.00537	3251734.7771	3862025.92993	102872.108919	84446.927674
2769	1	sp|P43570|GYP8_YEAST	 	 	 	 	19.9	497	57618	GTPase-activating protein GYP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GYP8 PE=1 SV=1	21	21	1.000	21	21	21.000	21	3093607.97559	2571057.96875	2802785.98828	2065792.36499	1730850.5852	1836715.19043	2928637.02246	2754655.71191	3033204.76904	114934.668642	73922.191682
2770	1	sp|P43571|BST1_YEAST	 	 	 	 	8.6	1029	117754	GPI inositol-deacylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BST1 PE=1 SV=1	10	10	1.000	10	10	10.000	10	246244.0625	237661.356447	250995.210937	295973.96582	241381.830078	281989.677735	250156.99414	228562.125976	248470.553711	3515.166382	3156.903473
2771	1	sp|P43572|EPL1_YEAST	 	 	 	 	12.3	832	96737	Enhancer of polycomb-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EPL1 PE=1 SV=1	14	14	1.000	14	14	14.000	14	661360.867678	630776.471376	713983.557741	557482.784179	524741.018797	553470.935058	718214.784424	606220.254636	683533.230713	16727.01593	14721.201294
